date,state,district,pincode,age_0_5,age_5_17,age_18_greater
31-12-2025,assam,kamrup,781134,1,1,0
31-12-2025,assam,kamrup,781135,2,2,0
31-12-2025,assam,kamrup metropolitan,781003,2,0,0
31-12-2025,assam,kamrup metropolitan,781017,0,4,0
31-12-2025,assam,kamrup metropolitan,781019,0,1,0
31-12-2025,assam,kamrup metropolitan,781150,1,0,0
31-12-2025,assam,karbi anglong,782410,0,1,0
31-12-2025,assam,karbi anglong,782441,2,8,0
31-12-2025,assam,karbi anglong,782446,0,2,0
31-12-2025,assam,karbi anglong,782447,0,1,1
31-12-2025,assam,karbi anglong,782448,0,8,0
31-12-2025,assam,karbi anglong,782460,1,7,9
31-12-2025,assam,karbi anglong,782486,0,0,2
31-12-2025,assam,karimganj,788156,3,3,0
31-12-2025,assam,karimganj,788701,3,6,0
31-12-2025,assam,karimganj,788710,1,1,0
31-12-2025,assam,karimganj,788734,5,10,0
31-12-2025,assam,karimganj,788735,2,4,0
31-12-2025,assam,karimganj,788781,2,2,0
31-12-2025,assam,kokrajhar,783332,1,3,0
31-12-2025,assam,kokrajhar,783333,1,0,0
31-12-2025,assam,kokrajhar,783376,0,1,0
31-12-2025,assam,lakhimpur,784161,1,4,1
31-12-2025,assam,lakhimpur,787031,2,4,2
31-12-2025,assam,lakhimpur,787032,4,2,0
31-12-2025,assam,lakhimpur,787051,1,1,0
31-12-2025,assam,lakhimpur,787054,2,1,0
31-12-2025,assam,morigaon,782106,1,1,0
31-12-2025,assam,morigaon,782142,0,1,0
31-12-2025,assam,morigaon,782411,5,7,0
31-12-2025,assam,morigaon,782413,1,1,0
31-12-2025,assam,nagaon,782101,1,0,0
31-12-2025,assam,nagaon,782137,1,0,0
31-12-2025,assam,nagaon,782428,10,2,0
31-12-2025,assam,nagaon,782442,0,1,0
31-12-2025,assam,nagaon,782446,2,2,0
31-12-2025,assam,nalbari,781303,0,1,0
31-12-2025,assam,nalbari,781335,1,1,0
31-12-2025,assam,nalbari,781351,0,2,0
31-12-2025,assam,sivasagar,785663,1,0,0
31-12-2025,assam,sivasagar,785672,1,1,0
31-12-2025,assam,sivasagar,785681,0,1,0
31-12-2025,assam,sivasagar,785686,3,2,0
31-12-2025,assam,sonitpur,784027,2,12,0
31-12-2025,assam,sonitpur,784111,0,2,0
31-12-2025,assam,sonitpur,784149,4,4,0
31-12-2025,assam,sonitpur,784153,1,0,0
31-12-2025,assam,sonitpur,784171,0,1,0
31-12-2025,assam,sonitpur,784175,0,1,0
31-12-2025,assam,sonitpur,784179,1,0,0
31-12-2025,assam,sonitpur,784501,1,2,0
31-12-2025,assam,south salmara mankachar,783128,1,0,0
31-12-2025,assam,tinsukia,786154,0,3,2
31-12-2025,assam,tinsukia,786155,1,1,0
31-12-2025,bihar,araria,854304,1,4,0
31-12-2025,bihar,araria,854312,16,35,1
31-12-2025,bihar,araria,854318,36,70,1
31-12-2025,bihar,araria,854328,9,8,1
31-12-2025,bihar,arwal,804419,5,45,1
31-12-2025,bihar,arwal,804428,3,21,0
31-12-2025,bihar,aurangabad,824112,2,28,0
31-12-2025,bihar,aurangabad,824129,0,12,0
31-12-2025,bihar,aurangabad,824203,1,49,0
31-12-2025,bihar,aurangabad,824208,1,6,0
31-12-2025,bihar,aurangabad,824218,0,1,0
31-12-2025,bihar,aurangabad,824124,0,1,0
31-12-2025,bihar,banka,813104,9,32,0
31-12-2025,bihar,banka,813106,16,37,0
31-12-2025,bihar,banka,813121,0,4,0
31-12-2025,bihar,banka,813205,10,14,0
31-12-2025,bihar,begusarai,851126,0,6,0
31-12-2025,bihar,begusarai,851128,9,13,0
31-12-2025,bihar,begusarai,851133,16,21,0
31-12-2025,bihar,begusarai,851204,0,5,1
31-12-2025,bihar,kaimur,821112,0,1,0
31-12-2025,bihar,bhagalpur,812001,1,1,0
31-12-2025,bihar,bhagalpur,813129,0,1,0
31-12-2025,bihar,bhagalpur,813205,21,23,0
31-12-2025,bihar,bhagalpur,813210,12,18,0
31-12-2025,bihar,bhagalpur,813222,2,15,0
31-12-2025,bihar,bhagalpur,853203,4,5,0
31-12-2025,bihar,bhojpur,802152,4,55,1
31-12-2025,bihar,bhojpur,802158,2,31,1
31-12-2025,bihar,bhojpur,802159,0,5,0
31-12-2025,bihar,bhojpur,802160,1,12,0
31-12-2025,bihar,bhojpur,802163,2,35,0
31-12-2025,bihar,bhojpur,802166,2,11,0
31-12-2025,bihar,bhojpur,802201,2,55,0
31-12-2025,bihar,bhojpur,802210,1,23,1
31-12-2025,bihar,bhojpur,802302,0,7,0
31-12-2025,bihar,buxar,802115,2,1,0
31-12-2025,bihar,buxar,802133,2,11,0
31-12-2025,bihar,buxar,802134,6,18,0
31-12-2025,bihar,darbhanga,847103,13,9,0
31-12-2025,bihar,darbhanga,847233,4,5,0
31-12-2025,bihar,darbhanga,847407,3,0,0
31-12-2025,bihar,east champaran,845302,8,31,1
31-12-2025,bihar,east champaran,845422,11,48,1
31-12-2025,bihar,east champaran,845457,4,15,1
31-12-2025,bihar,east champaran,845458,2,20,0
31-12-2025,bihar,gaya,824207,2,24,0
31-12-2025,bihar,gaya,824211,5,43,0
31-12-2025,bihar,gaya,824232,10,89,2
31-12-2025,bihar,gaya,824234,0,6,0
31-12-2025,bihar,gopalganj,841405,1,12,0
31-12-2025,bihar,gopalganj,841428,5,40,0
31-12-2025,bihar,gopalganj,841441,2,11,0
31-12-2025,bihar,jamui,811316,11,2,0
31-12-2025,bihar,jamui,811317,7,10,0
31-12-2025,bihar,jehanabad,804407,2,5,0
31-12-2025,bihar,jehanabad,804427,1,17,0
31-12-2025,bihar,jehanabad,824233,0,2,0
31-12-2025,bihar,kaimur,802132,3,10,0
31-12-2025,bihar,kaimur,821103,3,7,0
31-12-2025,bihar,katihar,854112,4,3,0
31-12-2025,bihar,katihar,854116,8,8,0
31-12-2025,bihar,katihar,854117,0,3,1
31-12-2025,bihar,khagaria,851212,17,19,1
31-12-2025,bihar,kishanganj,855115,29,5,0
31-12-2025,bihar,kishanganj,855116,32,10,0
31-12-2025,bihar,lakhisarai,811106,6,18,0
31-12-2025,bihar,lakhisarai,811112,0,5,0
31-12-2025,bihar,madhepura,852114,13,12,0
31-12-2025,bihar,madhepura,852116,27,32,0
31-12-2025,bihar,madhepura,852131,2,0,0
31-12-2025,bihar,madhepura,852202,1,3,0
31-12-2025,bihar,madhubani,847109,1,2,0
31-12-2025,bihar,madhubani,847122,1,5,0
31-12-2025,bihar,madhubani,847213,0,2,0
31-12-2025,bihar,madhubani,847229,4,8,0
31-12-2025,bihar,madhubani,847236,2,11,1
31-12-2025,bihar,madhubani,847239,2,11,0
31-12-2025,bihar,madhubani,847409,4,17,0
31-12-2025,bihar,madhubani,847421,2,9,1
31-12-2025,bihar,madhubani,847424,1,3,0
31-12-2025,bihar,madhubani,847452,2,5,0
31-12-2025,bihar,munger,811214,0,2,0
31-12-2025,bihar,munger,811213,4,29,1
31-12-2025,bihar,munger,813213,2,2,0
31-12-2025,bihar,muzaffarpur,842005,1,0,0
31-12-2025,bihar,muzaffarpur,843103,11,21,0
31-12-2025,bihar,muzaffarpur,843105,8,7,1
31-12-2025,bihar,muzaffarpur,843106,1,5,0
31-12-2025,bihar,muzaffarpur,843107,5,12,1
31-12-2025,bihar,muzaffarpur,843115,14,17,0
31-12-2025,bihar,muzaffarpur,843116,0,1,0
31-12-2025,bihar,muzaffarpur,843122,3,4,0
31-12-2025,bihar,muzaffarpur,843124,4,11,0
31-12-2025,bihar,muzaffarpur,843126,1,4,0
31-12-2025,bihar,muzaffarpur,843128,11,37,1
31-12-2025,bihar,muzaffarpur,843147,0,3,0
31-12-2025,bihar,muzaffarpur,843161,0,5,0
31-12-2025,bihar,muzaffarpur,843328,2,2,0
31-12-2025,bihar,nalanda,801305,2,3,0
31-12-2025,bihar,nalanda,803111,9,25,1
31-12-2025,bihar,nalanda,803120,5,4,1
31-12-2025,bihar,nalanda,811103,0,1,0
31-12-2025,bihar,nawada,805107,1,7,0
31-12-2025,bihar,nawada,805110,2,27,5
31-12-2025,bihar,nawada,805122,5,25,0
31-12-2025,bihar,nawada,805128,0,5,0
31-12-2025,bihar,patna,800012,0,12,0
31-12-2025,bihar,patna,800018,2,7,0
31-12-2025,bihar,patna,800024,1,8,0
31-12-2025,bihar,patna,801103,1,15,0
31-12-2025,bihar,patna,801505,2,26,0
31-12-2025,bihar,patna,803206,0,1,0
31-12-2025,bihar,patna,804426,0,2,0
31-12-2025,bihar,purnia,854114,0,3,0
31-12-2025,bihar,purnia,854202,12,23,2
31-12-2025,bihar,purnia,854312,1,1,0
31-12-2025,bihar,rohtas,802211,0,10,2
31-12-2025,bihar,rohtas,802213,2,24,0
31-12-2025,bihar,rohtas,821113,2,37,0
31-12-2025,bihar,rohtas,821304,6,0,0
31-12-2025,bihar,saharsa,852107,5,22,0
31-12-2025,bihar,saharsa,852124,14,28,0
31-12-2025,bihar,saharsa,852202,4,17,0
31-12-2025,bihar,samastipur,847301,4,10,0
31-12-2025,bihar,samastipur,848101,11,37,0
31-12-2025,bihar,samastipur,848132,12,24,1
31-12-2025,bihar,samastipur,848207,13,21,1
31-12-2025,bihar,samastipur,848236,20,10,0
31-12-2025,bihar,samastipur,848505,16,11,1
31-12-2025,bihar,samastipur,848506,4,7,0
31-12-2025,bihar,samastipur,848125,0,2,0
31-12-2025,bihar,saran,841201,1,4,0
31-12-2025,bihar,saran,841206,3,9,0
31-12-2025,bihar,saran,841207,2,40,0
31-12-2025,bihar,saran,841222,2,15,0
31-12-2025,bihar,saran,841311,1,24,0
31-12-2025,bihar,saran,841312,0,3,0
31-12-2025,bihar,saran,841313,3,6,1
31-12-2025,bihar,saran,841410,6,21,0
31-12-2025,bihar,saran,841415,2,26,0
31-12-2025,bihar,saran,841421,1,6,0
31-12-2025,bihar,saran,841442,13,11,0
31-12-2025,bihar,sheikhpura,811101,5,13,0
31-12-2025,bihar,sheikhpura,811107,2,9,0
31-12-2025,bihar,sheikhpura,811304,1,16,0
31-12-2025,bihar,sheohar,843128,3,13,0
31-12-2025,bihar,sheohar,843325,4,2,0
31-12-2025,bihar,sitamarhi,843323,12,10,0
31-12-2025,bihar,sitamarhi,843325,11,6,0
31-12-2025,bihar,sitamarhi,843351,2,2,2
31-12-2025,bihar,siwan,841210,3,6,0
31-12-2025,bihar,siwan,841232,1,11,0
31-12-2025,bihar,siwan,841240,3,8,0
31-12-2025,bihar,siwan,841243,2,11,0
31-12-2025,bihar,siwan,841287,0,3,0
31-12-2025,bihar,siwan,841439,5,26,0
31-12-2025,bihar,siwan,841502,1,2,0
31-12-2025,bihar,supaul,852108,0,9,0
31-12-2025,bihar,supaul,852111,10,19,0
31-12-2025,bihar,supaul,852125,5,19,1
31-12-2025,bihar,supaul,852131,15,19,0
31-12-2025,bihar,supaul,852215,7,18,0
31-12-2025,bihar,supaul,854339,17,27,0
31-12-2025,bihar,vaishali,844102,8,34,1
31-12-2025,bihar,vaishali,844116,3,6,0
31-12-2025,bihar,vaishali,844119,4,4,0
31-12-2025,bihar,vaishali,844122,13,47,1
31-12-2025,bihar,vaishali,844125,1,16,0
31-12-2025,bihar,vaishali,844131,0,1,0
31-12-2025,bihar,vaishali,844134,2,0,0
31-12-2025,bihar,vaishali,844504,15,26,1
31-12-2025,bihar,vaishali,844509,1,2,0
31-12-2025,bihar,west champaran,845404,13,17,1
31-12-2025,bihar,west champaran,845449,9,45,0
31-12-2025,chandigarh,chandigarh,160023,3,0,0
31-12-2025,chandigarh,chandigarh,160102,6,0,0
31-12-2025,chhattisgarh,balod,491223,9,1,0
31-12-2025,chhattisgarh,balod,491227,7,2,0
31-12-2025,chhattisgarh,balod,491665,1,0,0
31-12-2025,chhattisgarh,baloda bazar,493101,4,3,0
31-12-2025,chhattisgarh,baloda bazar,493195,1,0,0
31-12-2025,chhattisgarh,baloda bazar,493338,10,5,0
31-12-2025,chhattisgarh,balrampur,497220,9,5,0
31-12-2025,chhattisgarh,balrampur,497223,4,2,0
31-12-2025,chhattisgarh,bastar,494005,11,3,0
31-12-2025,chhattisgarh,bastar,494010,73,24,0
31-12-2025,chhattisgarh,bastar,494221,8,9,0
31-12-2025,chhattisgarh,bastar,494222,52,11,0
31-12-2025,chhattisgarh,bastar,494224,44,15,0
31-12-2025,chhattisgarh,bastar,494442,57,43,0
31-12-2025,chhattisgarh,bametara,491888,1,0,0
31-12-2025,chhattisgarh,bijapur,494441,3,1,0
31-12-2025,chhattisgarh,bijapur,494446,8,4,0
31-12-2025,chhattisgarh,bilaspur,495004,3,1,0
31-12-2025,chhattisgarh,bilaspur,495113,6,1,0
31-12-2025,chhattisgarh,bilaspur,495550,5,1,0
31-12-2025,chhattisgarh,bilaspur,495555,2,2,0
31-12-2025,chhattisgarh,dakshin bastar dantewada,494111,5,1,0
31-12-2025,chhattisgarh,dakshin bastar dantewada,494449,19,5,0
31-12-2025,chhattisgarh,dhamtari,493776,0,1,0
31-12-2025,chhattisgarh,dhamtari,493885,1,0,0
31-12-2025,chhattisgarh,durg,490001,3,3,0
31-12-2025,chhattisgarh,durg,490006,7,3,0
31-12-2025,chhattisgarh,durg,490021,4,1,0
31-12-2025,chhattisgarh,durg,490022,1,0,0
31-12-2025,chhattisgarh,durg,490036,0,1,0
31-12-2025,chhattisgarh,durg,491001,31,0,0
31-12-2025,chhattisgarh,durg,491223,1,0,0
31-12-2025,chhattisgarh,janjgir champa,495668,1,1,0
31-12-2025,chhattisgarh,janjgir champa,495553,3,0,0
31-12-2025,chhattisgarh,janjgir champa,495557,9,0,0
31-12-2025,chhattisgarh,janjgir champa,495690,4,2,0
31-12-2025,chhattisgarh,janjgir champa,495692,4,3,0
31-12-2025,chhattisgarh,jashpur,496227,2,2,0
31-12-2025,chhattisgarh,jashpur,496242,1,0,0
31-12-2025,chhattisgarh,jashpur,496336,6,13,0
31-12-2025,chhattisgarh,jashpur,496338,1,1,0
31-12-2025,chhattisgarh,kabeerdham,491995,14,4,0
31-12-2025,chhattisgarh,kondagaon,494226,102,88,0
31-12-2025,chhattisgarh,kondagaon,494334,1,0,0
31-12-2025,chhattisgarh,kondagaon,494347,5,1,0
31-12-2025,chhattisgarh,korba,495449,4,2,0
31-12-2025,chhattisgarh,korba,495450,3,1,0
31-12-2025,chhattisgarh,korba,495674,10,1,0
31-12-2025,chhattisgarh,koriya,497331,1,5,0
31-12-2025,chhattisgarh,koriya,497778,4,1,0
31-12-2025,chhattisgarh,mahasamund,493445,12,3,0
31-12-2025,chhattisgarh,mungeli,495113,1,0,0
31-12-2025,chhattisgarh,narayanpur,494661,11,22,0
31-12-2025,chhattisgarh,raipur,492009,6,0,0
31-12-2025,chhattisgarh,raipur,492012,2,0,0
31-12-2025,chhattisgarh,raipur,493221,8,2,0
31-12-2025,chhattisgarh,raipur,493441,14,1,0
31-12-2025,chhattisgarh,rajnandgaon,491557,13,2,0
31-12-2025,chhattisgarh,rajnandgaon,491661,15,1,0
31-12-2025,chhattisgarh,rajnandgaon,491888,9,2,0
31-12-2025,chhattisgarh,sukma,494114,2,7,0
31-12-2025,chhattisgarh,surajpur,497001,3,2,0
31-12-2025,chhattisgarh,surajpur,497229,2,4,1
31-12-2025,chhattisgarh,surajpur,497231,4,15,0
31-12-2025,chhattisgarh,surguja,497225,3,2,0
31-12-2025,chhattisgarh,uttar bastar kanker,494771,3,1,0
31-12-2025,delhi,delhi,110003,7,1,0
31-12-2025,delhi,delhi,110012,0,1,0
31-12-2025,delhi,delhi,110055,3,6,1
31-12-2025,delhi,delhi,110054,3,4,0
31-12-2025,delhi,delhi,110094,14,12,0
31-12-2025,delhi,delhi,110052,15,1,1
31-12-2025,delhi,delhi,110093,5,4,0
31-12-2025,delhi,delhi,110003,1,0,0
31-12-2025,delhi,delhi,110016,0,2,0
31-12-2025,delhi,delhi,110025,25,14,1
31-12-2025,delhi,delhi,110046,7,5,0
31-12-2025,delhi,delhi,110061,0,3,0
31-12-2025,delhi,delhi,110026,2,1,0
31-12-2025,delhi,delhi,110059,56,30,5
31-12-2025,goa,north goa,403006,1,0,0
31-12-2025,goa,north goa,403105,2,0,0
31-12-2025,goa,north goa,403505,3,0,0
31-12-2025,goa,north goa,403507,2,2,0
31-12-2025,goa,north goa,403511,1,0,0
31-12-2025,goa,south goa,403601,2,0,0
31-12-2025,goa,south goa,403602,1,0,0
31-12-2025,goa,south goa,403719,1,0,0
31-12-2025,gujarat,ahmedabad,382425,1,0,0
31-12-2025,gujarat,ahmedabad,382440,1,1,0
31-12-2025,gujarat,ahmedabad,382470,0,1,0
31-12-2025,gujarat,ahmedabad,380007,3,1,2
31-12-2025,gujarat,ahmedabad,380022,2,1,0
31-12-2025,gujarat,ahmedabad,380026,5,8,0
31-12-2025,gujarat,ahmedabad,380028,12,6,0
31-12-2025,gujarat,ahmedabad,382110,5,7,0
31-12-2025,gujarat,ahmedabad,382120,3,1,0
31-12-2025,gujarat,ahmedabad,382145,2,0,0
31-12-2025,gujarat,ahmedabad,382150,1,10,0
31-12-2025,gujarat,ahmedabad,382213,3,1,0
31-12-2025,gujarat,ahmedabad,382245,0,1,0
31-12-2025,gujarat,ahmedabad,382265,1,1,0
31-12-2025,gujarat,ahmedabad,382330,7,6,1
31-12-2025,gujarat,ahmedabad,382415,7,9,0
31-12-2025,gujarat,ahmedabad,382445,2,2,3
31-12-2025,gujarat,ahmedabad,382460,4,0,0
31-12-2025,gujarat,ahmedabad,382470,1,3,0
31-12-2025,gujarat,ahmedabad,382480,3,2,1
31-12-2025,gujarat,ahmedabad,387810,7,2,0
31-12-2025,gujarat,amreli,364525,1,0,0
31-12-2025,gujarat,amreli,365410,1,0,0
31-12-2025,gujarat,amreli,365560,4,3,0
31-12-2025,gujarat,amreli,365601,5,1,0
31-12-2025,gujarat,amreli,365610,1,0,0
31-12-2025,gujarat,amreli,365650,2,4,0
31-12-2025,gujarat,anand,387240,2,0,0
31-12-2025,gujarat,anand,387380,2,0,0
31-12-2025,gujarat,anand,388180,2,0,1
31-12-2025,gujarat,anand,388355,0,0,1
31-12-2025,gujarat,anand,388360,2,0,0
31-12-2025,gujarat,anand,388365,0,2,0
31-12-2025,gujarat,anand,388450,4,0,0
31-12-2025,gujarat,anand,388520,1,0,0
31-12-2025,gujarat,aravalli,383245,6,0,0
31-12-2025,gujarat,aravalli,383246,2,0,0
31-12-2025,gujarat,aravalli,383310,2,2,0
31-12-2025,gujarat,aravalli,383320,1,0,0
31-12-2025,gujarat,banaskantha,385001,12,8,0
31-12-2025,gujarat,banaskantha,385110,2,13,0
31-12-2025,gujarat,bharuch,392011,2,0,0
31-12-2025,gujarat,bharuch,392040,1,0,0
31-12-2025,gujarat,bharuch,392180,2,0,0
31-12-2025,gujarat,bharuch,392230,1,0,0
31-12-2025,gujarat,bharuch,393001,10,19,0
31-12-2025,gujarat,bhavnagar,364003,1,1,0
31-12-2025,gujarat,bhavnagar,364145,1,1,0
31-12-2025,gujarat,bhavnagar,364260,3,1,0
31-12-2025,gujarat,bhavnagar,364290,9,3,1
31-12-2025,gujarat,bhavnagar,364710,1,2,0
31-12-2025,gujarat,bhavnagar,364750,0,1,0
31-12-2025,gujarat,botad,364750,2,0,0
31-12-2025,gujarat,botad,382245,3,2,0
31-12-2025,gujarat,chhota udaipur,391110,1,0,0
31-12-2025,gujarat,chhota udaipur,391165,5,5,0
31-12-2025,gujarat,chhota udaipur,391168,3,0,0
31-12-2025,gujarat,chhota udaipur,391170,1,1,0
31-12-2025,gujarat,dahod,389130,1,2,0
31-12-2025,gujarat,dahod,389152,2,2,0
31-12-2025,gujarat,dahod,389180,1,13,0
31-12-2025,gujarat,devbhumi dwarka,361306,1,0,2
31-12-2025,gujarat,gandhinagar,382028,3,1,0
31-12-2025,gujarat,gandhinagar,382042,1,0,0
31-12-2025,gujarat,gandhinagar,382355,2,0,0
31-12-2025,gujarat,gandhinagar,382428,2,0,0
31-12-2025,gujarat,gandhinagar,382855,0,1,0
31-12-2025,gujarat,gir somnath,362265,2,0,0
31-12-2025,gujarat,gir somnath,362266,1,0,0
31-12-2025,gujarat,gir somnath,362275,2,0,0
31-12-2025,gujarat,gir somnath,362510,4,1,0
31-12-2025,gujarat,gir somnath,362530,1,0,0
31-12-2025,gujarat,jamnagar,361001,8,4,0
31-12-2025,gujarat,jamnagar,361002,4,2,0
31-12-2025,gujarat,jamnagar,361007,5,0,0
31-12-2025,gujarat,jamnagar,361010,2,0,0
31-12-2025,gujarat,jamnagar,361011,1,0,0
31-12-2025,gujarat,jamnagar,361120,5,1,0
31-12-2025,gujarat,jamnagar,361170,3,2,0
31-12-2025,gujarat,jamnagar,361210,2,2,1
31-12-2025,gujarat,jamnagar,361280,0,2,0
31-12-2025,gujarat,jamnagar,361305,2,0,0
31-12-2025,gujarat,junagadh,362135,0,1,0
31-12-2025,gujarat,junagadh,362140,1,0,0
31-12-2025,gujarat,junagadh,362205,1,0,0
31-12-2025,gujarat,junagadh,362245,7,0,0
31-12-2025,gujarat,junagadh,362610,0,1,0
31-12-2025,gujarat,junagadh,362620,1,0,0
31-12-2025,gujarat,junagadh,362720,9,1,0
31-12-2025,gujarat,kutch,370001,5,10,0
31-12-2025,gujarat,kutch,370040,0,2,0
31-12-2025,gujarat,kutch,370155,1,12,0
31-12-2025,gujarat,kutch,370465,3,0,0
31-12-2025,gujarat,kutch,370490,1,1,0
31-12-2025,gujarat,kutch,370655,1,1,0
31-12-2025,gujarat,kheda,387002,0,1,0
31-12-2025,gujarat,kheda,387110,0,1,0
31-12-2025,gujarat,kheda,387230,1,0,0
31-12-2025,gujarat,kheda,387325,1,2,0
31-12-2025,gujarat,kheda,387335,3,0,0
31-12-2025,gujarat,kheda,387340,2,0,0
31-12-2025,gujarat,kheda,387370,1,0,0
31-12-2025,gujarat,kheda,387560,2,0,0
31-12-2025,gujarat,kheda,387620,4,10,0
31-12-2025,gujarat,kheda,387710,0,2,0
31-12-2025,gujarat,kheda,388215,1,0,0
31-12-2025,gujarat,kheda,388255,0,2,0
31-12-2025,gujarat,mehsana,382730,2,1,0
31-12-2025,gujarat,mehsana,382815,1,0,0
31-12-2025,gujarat,mehsana,384210,3,0,0
31-12-2025,gujarat,mehsana,384315,2,1,0
31-12-2025,gujarat,mehsana,384350,3,0,0
31-12-2025,gujarat,mahisagar,388265,0,1,0
31-12-2025,gujarat,morbi,363330,1,3,0
31-12-2025,gujarat,morbi,363351,3,0,0
31-12-2025,gujarat,morbi,363670,0,5,0
31-12-2025,gujarat,navsari,396445,6,1,0
31-12-2025,gujarat,navsari,396580,5,0,0
31-12-2025,gujarat,panchmahal,389001,7,9,0
31-12-2025,gujarat,panchmahal,389210,5,1,0
31-12-2025,gujarat,panchmahal,389260,0,2,0
31-12-2025,gujarat,panchmahal,389310,8,0,0
31-12-2025,gujarat,panchmahal,389330,1,2,0
31-12-2025,gujarat,panchmahal,389360,2,1,0
31-12-2025,gujarat,panchmahal,389365,1,1,0
31-12-2025,gujarat,patan,384221,0,0,1
31-12-2025,gujarat,patan,384225,1,0,0
31-12-2025,gujarat,patan,384240,1,0,0
31-12-2025,gujarat,patan,384241,3,1,0
31-12-2025,gujarat,rajkot,360001,7,5,0
31-12-2025,gujarat,rajkot,360006,3,2,0
31-12-2025,gujarat,rajkot,360007,1,6,0
31-12-2025,gujarat,rajkot,360023,2,1,0
31-12-2025,gujarat,rajkot,360030,1,0,0
31-12-2025,gujarat,rajkot,360410,3,1,0
31-12-2025,gujarat,rajkot,360450,1,0,0
31-12-2025,gujarat,rajkot,363621,2,1,0
31-12-2025,gujarat,rajkot,363650,1,1,0
31-12-2025,gujarat,rajkot,363660,1,1,0
31-12-2025,gujarat,sabarkantha,383307,0,1,0
31-12-2025,gujarat,sabarkantha,383110,0,1,0
31-12-2025,gujarat,sabarkantha,383246,2,0,0
31-12-2025,gujarat,sabarkantha,383255,2,2,0
31-12-2025,gujarat,sabarkantha,383340,0,1,0
31-12-2025,gujarat,sabarkantha,383462,0,1,0
31-12-2025,gujarat,surat,394105,1,0,0
31-12-2025,gujarat,surat,394163,2,0,0
31-12-2025,gujarat,surat,394230,0,6,0
31-12-2025,gujarat,surat,394250,2,0,0
31-12-2025,gujarat,surat,394326,1,2,0
31-12-2025,gujarat,surat,394410,1,0,0
31-12-2025,gujarat,surat,394520,3,1,0
31-12-2025,gujarat,surat,394620,1,0,0
31-12-2025,gujarat,surat,395003,7,6,0
31-12-2025,gujarat,surat,395004,12,11,2
31-12-2025,gujarat,surat,395009,5,2,0
31-12-2025,gujarat,surendranagar,363001,7,1,0
31-12-2025,gujarat,surendranagar,363002,2,0,0
31-12-2025,gujarat,surendranagar,363020,2,1,0
31-12-2025,gujarat,surendranagar,363035,2,0,1
31-12-2025,gujarat,surendranagar,363330,4,7,0
31-12-2025,gujarat,surendranagar,382130,0,2,0
31-12-2025,gujarat,surendranagar,382765,2,2,0
31-12-2025,gujarat,surendranagar,363510,0,1,0
31-12-2025,gujarat,tapi,394340,0,0,1
31-12-2025,gujarat,tapi,394650,2,0,0
31-12-2025,gujarat,tapi,394730,1,0,0
31-12-2025,gujarat,vadodara,390006,2,2,0
31-12-2025,gujarat,vadodara,390008,1,0,0
31-12-2025,gujarat,vadodara,390019,7,8,0
31-12-2025,gujarat,vadodara,390022,1,2,0
31-12-2025,gujarat,vadodara,390023,1,1,0
31-12-2025,gujarat,vadodara,390024,0,1,0
31-12-2025,gujarat,vadodara,391105,2,0,0
31-12-2025,gujarat,vadodara,391120,1,0,0
31-12-2025,gujarat,vadodara,391152,0,1,0
31-12-2025,gujarat,vadodara,391165,2,6,0
31-12-2025,gujarat,vadodara,391168,0,1,0
31-12-2025,gujarat,vadodara,391170,2,0,0
31-12-2025,gujarat,vadodara,391250,1,1,0
31-12-2025,gujarat,vadodara,391320,1,0,0
31-12-2025,gujarat,vadodara,391440,3,2,0
31-12-2025,gujarat,vadodara,391780,0,1,0
31-12-2025,gujarat,vadodara,392220,1,1,0
31-12-2025,gujarat,valsad,396001,6,4,0
31-12-2025,gujarat,valsad,396020,2,0,0
31-12-2025,gujarat,valsad,396045,1,0,0
31-12-2025,gujarat,valsad,396180,1,0,0
31-12-2025,haryana,ambala,133001,8,1,0
31-12-2025,haryana,ambala,133102,1,0,0
31-12-2025,haryana,ambala,133203,2,0,0
31-12-2025,haryana,bhiwani,127026,1,0,0
31-12-2025,haryana,bhiwani,127030,7,1,0
31-12-2025,haryana,bhiwani,127042,1,0,0
31-12-2025,haryana,bhiwani,127110,1,0,0
31-12-2025,haryana,bhiwani,127114,1,0,0
31-12-2025,haryana,bhiwani,127306,6,1,0
31-12-2025,haryana,bhiwani,127309,5,0,0
31-12-2025,haryana,charkhi dadri,127306,5,0,0
31-12-2025,haryana,fatehabad,125051,15,1,0
31-12-2025,haryana,fatehabad,125113,1,0,0
31-12-2025,haryana,fatehabad,125120,8,1,0
31-12-2025,haryana,gurugram,122003,2,1,2
31-12-2025,haryana,gurugram,122006,2,0,0
31-12-2025,haryana,gurugram,122018,1,3,0
31-12-2025,haryana,hisar,125004,1,0,0
31-12-2025,haryana,hisar,125005,3,0,0
31-12-2025,haryana,hisar,125033,16,0,0
31-12-2025,haryana,hisar,125037,1,0,0
31-12-2025,haryana,hisar,125049,4,0,0
31-12-2025,haryana,jhajjar,124109,3,0,0
31-12-2025,haryana,jind,126102,11,1,0
31-12-2025,haryana,jind,126113,4,0,0
31-12-2025,haryana,jind,126125,3,0,0
31-12-2025,haryana,kaithal,136027,11,0,0
31-12-2025,haryana,kaithal,136034,1,0,0
31-12-2025,haryana,kaithal,136035,3,0,0
31-12-2025,haryana,karnal,132022,2,0,0
31-12-2025,haryana,karnal,132114,9,1,0
