date,state,district,pincode,demo_age_5_17,demo_age_17_
28-11-2025,west bengal,purba medinipur,721634,1,9
28-11-2025,west bengal,purba medinipur,721635,4,14
28-11-2025,west bengal,purba medinipur,721641,1,8
28-11-2025,west bengal,purba medinipur,721649,1,21
28-11-2025,west bengal,purba medinipur,721652,0,9
28-11-2025,west bengal,purba medinipur,721654,0,15
28-11-2025,west bengal,purba medinipur,721656,2,6
28-11-2025,west bengal,purba medinipur,721657,1,8
28-11-2025,west bengal,purba medinipur,721665,1,1
28-11-2025,west bengal,purba medinipur,721670,0,1
28-11-2025,west bengal,purulia,723102,0,3
28-11-2025,west bengal,purulia,723121,0,12
28-11-2025,west bengal,purulia,723127,0,1
28-11-2025,west bengal,purulia,723143,2,9
28-11-2025,west bengal,purulia,723147,0,1
28-11-2025,west bengal,purulia,723126,1,41
28-11-2025,west bengal,purulia,723132,4,20
28-11-2025,west bengal,purulia,723143,4,30
28-11-2025,west bengal,purulia,723149,2,17
28-11-2025,west bengal,purulia,723151,7,55
28-11-2025,west bengal,purulia,723202,16,165
28-11-2025,west bengal,purulia,723212,19,241
28-11-2025,west bengal,south 24 parganas,700024,0,3
28-11-2025,west bengal,south 24 parganas,700060,0,2
28-11-2025,west bengal,south 24 parganas,700099,0,7
28-11-2025,west bengal,south 24 parganas,700100,0,3
28-11-2025,west bengal,south 24 parganas,700137,1,42
28-11-2025,west bengal,south 24 parganas,700144,0,27
28-11-2025,west bengal,south 24 parganas,700148,0,6
28-11-2025,west bengal,south 24 parganas,700149,1,14
28-11-2025,west bengal,south 24 parganas,700151,0,14
28-11-2025,west bengal,south 24 parganas,743312,5,37
28-11-2025,west bengal,south 24 parganas,743336,7,52
28-11-2025,west bengal,south 24 parganas,743345,0,9
28-11-2025,west bengal,south 24 parganas,743355,10,139
28-11-2025,west bengal,south 24 parganas,743357,2,18
28-11-2025,west bengal,south 24 parganas,743378,3,15
28-11-2025,west bengal,south 24 parganas,743387,4,35
28-11-2025,west bengal,south 24 parganas,743396,0,2
28-11-2025,west bengal,south 24 parganas,743609,6,51
28-11-2025,west bengal,south 24 parganas,743611,0,15
28-11-2025,west bengal,dakshin dinajpur,733127,0,1
28-11-2025,west bengal,dakshin dinajpur,733142,0,2
28-11-2025,west bengal,south 24 parganas,700008,0,8
28-11-2025,west bengal,south 24 parganas,700099,0,4
28-11-2025,west bengal,south 24 parganas,700105,0,5
28-11-2025,west bengal,south 24 parganas,700140,0,6
28-11-2025,west bengal,south 24 parganas,700145,0,6
28-11-2025,west bengal,south 24 parganas,700152,0,4
28-11-2025,west bengal,south 24 parganas,700154,0,1
28-11-2025,west bengal,uttar dinajpur,733125,0,1
28-11-2025,west bengal,uttar dinajpur,733144,0,8
28-11-2025,west bengal,uttar dinajpur,733150,0,2
28-11-2025,west bengal,uttar dinajpur,733156,3,37
28-11-2025,west bengal,uttar dinajpur,733211,0,8
28-11-2025,west bengal,paschim medinipur,721101,1,38
28-11-2025,west bengal,paschim medinipur,721124,0,1
28-11-2025,west bengal,paschim medinipur,721301,0,30
28-11-2025,west bengal,paschim medinipur,721420,0,2
28-11-2025,west bengal,paschim medinipur,721436,2,11
28-11-2025,west bengal,paschim medinipur,721451,1,10
28-11-2025,west bengal,hooghly,712415,0,1
28-11-2025,west bengal,hooghly,712258,0,1
28-11-2025,odisha,gajapati,761207,0,1
29-11-2025,andaman and nicobar islands,south andaman,744102,1,5
29-11-2025,andaman and nicobar islands,south andaman,744112,0,2
29-11-2025,andaman and nicobar islands,south andaman,744207,0,1
29-11-2025,telangana,adilabad,504103,0,9
29-11-2025,telangana,adilabad,504206,0,5
29-11-2025,telangana,adilabad,504214,0,7
29-11-2025,telangana,adilabad,504295,1,7
29-11-2025,telangana,adilabad,504302,0,4
29-11-2025,telangana,adilabad,504304,1,2
29-11-2025,telangana,adilabad,504306,1,2
29-11-2025,telangana,adilabad,504312,1,1
29-11-2025,telangana,adilabad,504346,0,2
29-11-2025,andhra pradesh,anantapur,515003,0,1
29-11-2025,andhra pradesh,anantapur,515004,4,11
29-11-2025,andhra pradesh,anantapur,515110,1,6
29-11-2025,andhra pradesh,anantapur,515124,0,5
29-11-2025,andhra pradesh,anantapur,515133,1,5
29-11-2025,andhra pradesh,anantapur,515241,1,5
29-11-2025,andhra pradesh,anantapur,515465,0,6
29-11-2025,andhra pradesh,anantapur,515511,2,8
29-11-2025,andhra pradesh,anantapur,515721,0,3
29-11-2025,andhra pradesh,anantapur,515722,0,3
29-11-2025,andhra pradesh,anantapur,515741,1,1
29-11-2025,andhra pradesh,anantapur,515751,1,11
29-11-2025,andhra pradesh,anantapur,515767,1,5
29-11-2025,andhra pradesh,anantapur,515832,2,6
29-11-2025,andhra pradesh,anantapur,515865,7,12
29-11-2025,andhra pradesh,chittoor,517124,5,8
29-11-2025,andhra pradesh,chittoor,517125,2,8
29-11-2025,andhra pradesh,chittoor,517126,3,9
29-11-2025,andhra pradesh,chittoor,517128,1,6
29-11-2025,andhra pradesh,chittoor,517152,2,4
29-11-2025,andhra pradesh,chittoor,517167,4,15
29-11-2025,andhra pradesh,chittoor,517192,2,10
29-11-2025,andhra pradesh,chittoor,517194,0,2
29-11-2025,andhra pradesh,chittoor,517213,6,9
29-11-2025,andhra pradesh,chittoor,517214,8,17
29-11-2025,andhra pradesh,chittoor,517350,1,8
29-11-2025,andhra pradesh,chittoor,517352,1,1
29-11-2025,andhra pradesh,chittoor,517391,4,3
29-11-2025,andhra pradesh,chittoor,517401,2,10
29-11-2025,andhra pradesh,chittoor,517416,3,10
29-11-2025,andhra pradesh,chittoor,517426,1,1
29-11-2025,andhra pradesh,chittoor,517504,1,2
29-11-2025,andhra pradesh,chittoor,517520,7,12
29-11-2025,andhra pradesh,chittoor,517541,4,8
29-11-2025,andhra pradesh,chittoor,517551,4,3
29-11-2025,andhra pradesh,chittoor,517584,0,1
29-11-2025,andhra pradesh,chittoor,517587,0,4
29-11-2025,andhra pradesh,chittoor,517643,1,11
29-11-2025,andhra pradesh,chittoor,517644,3,14
29-11-2025,andhra pradesh,chittoor,517645,0,1
29-11-2025,andhra pradesh,y.s.r. kadapa,516110,2,2
29-11-2025,andhra pradesh,y.s.r. kadapa,516127,2,8
29-11-2025,andhra pradesh,y.s.r. kadapa,516130,2,11
29-11-2025,andhra pradesh,y.s.r. kadapa,516150,3,10
29-11-2025,andhra pradesh,y.s.r. kadapa,516193,5,24
29-11-2025,andhra pradesh,y.s.r. kadapa,516217,4,13
29-11-2025,andhra pradesh,y.s.r. kadapa,516218,1,12
29-11-2025,andhra pradesh,y.s.r. kadapa,516227,6,12
29-11-2025,andhra pradesh,y.s.r. kadapa,516247,1,6
29-11-2025,andhra pradesh,y.s.r. kadapa,516257,1,11
29-11-2025,andhra pradesh,y.s.r. kadapa,516270,0,5
29-11-2025,andhra pradesh,y.s.r. kadapa,516293,2,4
29-11-2025,andhra pradesh,y.s.r. kadapa,516390,2,17
29-11-2025,andhra pradesh,y.s.r. kadapa,516439,0,2
29-11-2025,andhra pradesh,y.s.r. kadapa,516454,1,3
29-11-2025,andhra pradesh,y.s.r. kadapa,516464,2,4
29-11-2025,andhra pradesh,y.s.r. kadapa,516501,1,8
29-11-2025,andhra pradesh,east godavari,507121,0,1
29-11-2025,andhra pradesh,east godavari,533001,6,17
29-11-2025,andhra pradesh,east godavari,533002,3,7
29-11-2025,andhra pradesh,east godavari,533124,0,10
29-11-2025,andhra pradesh,east godavari,533210,0,6
29-11-2025,andhra pradesh,east godavari,533221,1,9
29-11-2025,andhra pradesh,east godavari,533228,1,0
29-11-2025,andhra pradesh,east godavari,533234,0,3
29-11-2025,andhra pradesh,east godavari,533251,0,2
29-11-2025,andhra pradesh,east godavari,533254,0,5
29-11-2025,andhra pradesh,east godavari,533255,1,17
29-11-2025,andhra pradesh,east godavari,533261,0,8
29-11-2025,andhra pradesh,east godavari,533263,0,4
29-11-2025,andhra pradesh,east godavari,533287,5,11
29-11-2025,andhra pradesh,east godavari,533294,3,10
29-11-2025,andhra pradesh,east godavari,533295,2,2
29-11-2025,andhra pradesh,east godavari,533297,3,8
29-11-2025,andhra pradesh,east godavari,533346,0,5
29-11-2025,andhra pradesh,east godavari,533401,3,21
29-11-2025,andhra pradesh,east godavari,533406,3,12
29-11-2025,andhra pradesh,east godavari,533408,3,10
29-11-2025,andhra pradesh,east godavari,533429,3,9
29-11-2025,andhra pradesh,east godavari,533436,2,18
29-11-2025,andhra pradesh,east godavari,533448,7,9
29-11-2025,andhra pradesh,east godavari,533450,7,26
29-11-2025,andhra pradesh,east godavari,533464,0,8
29-11-2025,andhra pradesh,east godavari,533577,0,3
29-11-2025,andhra pradesh,east godavari,534112,1,3
29-11-2025,andhra pradesh,guntur,522002,3,47
29-11-2025,andhra pradesh,guntur,522003,5,30
29-11-2025,andhra pradesh,guntur,522015,0,4
29-11-2025,andhra pradesh,guntur,522020,4,9
29-11-2025,andhra pradesh,guntur,522234,0,5
29-11-2025,andhra pradesh,guntur,522237,1,6
29-11-2025,andhra pradesh,guntur,522259,1,4
29-11-2025,andhra pradesh,guntur,522261,2,5
29-11-2025,andhra pradesh,guntur,522302,1,2
29-11-2025,andhra pradesh,guntur,522308,1,2
29-11-2025,andhra pradesh,guntur,522317,1,2
29-11-2025,andhra pradesh,guntur,522318,0,6
29-11-2025,andhra pradesh,guntur,522414,3,11
29-11-2025,andhra pradesh,guntur,522426,8,25
29-11-2025,andhra pradesh,guntur,522436,2,4
29-11-2025,andhra pradesh,guntur,522438,3,13
29-11-2025,andhra pradesh,guntur,522601,2,40
29-11-2025,andhra pradesh,guntur,522611,0,5
29-11-2025,andhra pradesh,guntur,522646,1,7
29-11-2025,andhra pradesh,guntur,522661,1,1
29-11-2025,telangana,hyderabad,500003,2,10
29-11-2025,telangana,hyderabad,500004,0,8
29-11-2025,telangana,hyderabad,500008,0,17
29-11-2025,telangana,hyderabad,500011,1,12
29-11-2025,telangana,hyderabad,500012,1,18
29-11-2025,telangana,hyderabad,500029,0,6
29-11-2025,telangana,hyderabad,500034,0,7
29-11-2025,telangana,hyderabad,500045,1,11
29-11-2025,telangana,hyderabad,500053,4,34
29-11-2025,telangana,hyderabad,500055,1,1
21-12-2025,tamil nadu,kancheepuram,600069,10,33
21-12-2025,tamil nadu,kancheepuram,600096,0,4
21-12-2025,tamil nadu,kancheepuram,600115,0,1
21-12-2025,tamil nadu,kancheepuram,600116,0,3
21-12-2025,tamil nadu,kancheepuram,600125,0,6
21-12-2025,tamil nadu,kancheepuram,600130,1,1
21-12-2025,tamil nadu,kancheepuram,602105,3,8
21-12-2025,tamil nadu,kancheepuram,603001,1,2
21-12-2025,tamil nadu,kancheepuram,603002,0,2
21-12-2025,tamil nadu,kancheepuram,603103,0,9
21-12-2025,tamil nadu,kancheepuram,603105,0,3
21-12-2025,tamil nadu,kancheepuram,603111,0,4
21-12-2025,tamil nadu,kancheepuram,603204,1,6
21-12-2025,tamil nadu,kancheepuram,631603,2,2
21-12-2025,tamil nadu,kanyakumari,629153,0,1
21-12-2025,tamil nadu,kanyakumari,629155,0,1
21-12-2025,tamil nadu,kanyakumari,629168,0,2
21-12-2025,tamil nadu,kanyakumari,629175,0,1
21-12-2025,tamil nadu,kanyakumari,629701,1,0
21-12-2025,tamil nadu,kanyakumari,629702,0,3
21-12-2025,tamil nadu,kanyakumari,629851,0,1
21-12-2025,tamil nadu,kanyakumari,629001,0,6
21-12-2025,tamil nadu,kanyakumari,629158,0,1
21-12-2025,tamil nadu,kanyakumari,629160,0,1
21-12-2025,tamil nadu,kanyakumari,629162,0,2
21-12-2025,tamil nadu,kanyakumari,629167,0,1
21-12-2025,tamil nadu,kanyakumari,629703,1,0
21-12-2025,tamil nadu,kanyakumari,629809,0,1
21-12-2025,tamil nadu,kanyakumari,629852,0,2
21-12-2025,tamil nadu,karur,621301,0,2
21-12-2025,tamil nadu,karur,639108,1,0
21-12-2025,tamil nadu,karur,639109,0,1
21-12-2025,tamil nadu,karur,639114,0,2
21-12-2025,tamil nadu,karur,639119,0,3
21-12-2025,tamil nadu,karur,639203,0,1
21-12-2025,tamil nadu,karur,639207,0,2
21-12-2025,tamil nadu,krishnagiri,635002,2,3
21-12-2025,tamil nadu,krishnagiri,635103,0,5
21-12-2025,tamil nadu,krishnagiri,635107,0,6
21-12-2025,tamil nadu,krishnagiri,635112,3,17
21-12-2025,tamil nadu,krishnagiri,635116,1,4
21-12-2025,tamil nadu,krishnagiri,635117,2,10
21-12-2025,tamil nadu,krishnagiri,635203,2,6
21-12-2025,tamil nadu,krishnagiri,635304,0,5
21-12-2025,tamil nadu,krishnagiri,635306,0,4
21-12-2025,tamil nadu,krishnagiri,635307,0,11
21-12-2025,tamil nadu,madurai,625017,2,23
21-12-2025,tamil nadu,madurai,625201,0,1
21-12-2025,tamil nadu,madurai,625207,1,4
21-12-2025,tamil nadu,madurai,625214,0,2
21-12-2025,tamil nadu,madurai,625529,0,2
21-12-2025,tamil nadu,madurai,625535,0,2
21-12-2025,tamil nadu,madurai,625537,0,1
21-12-2025,tamil nadu,madurai,625701,1,4
21-12-2025,tamil nadu,madurai,625703,0,5
21-12-2025,tamil nadu,madurai,625705,0,6
21-12-2025,tamil nadu,madurai,625706,1,9
21-12-2025,tamil nadu,nagapattinam,609202,0,2
21-12-2025,tamil nadu,nagapattinam,609203,1,3
21-12-2025,tamil nadu,nagapattinam,609309,0,4
21-12-2025,tamil nadu,nagapattinam,609702,1,5
21-12-2025,tamil nadu,nagapattinam,609808,0,2
21-12-2025,tamil nadu,nagapattinam,611108,0,5
21-12-2025,tamil nadu,namakkal,637019,0,2
21-12-2025,tamil nadu,namakkal,637207,0,5
21-12-2025,tamil nadu,namakkal,637208,1,1
21-12-2025,tamil nadu,namakkal,637211,0,4
21-12-2025,tamil nadu,namakkal,637303,1,1
21-12-2025,tamil nadu,namakkal,637406,1,6
21-12-2025,tamil nadu,perambalur,621103,0,3
21-12-2025,tamil nadu,perambalur,621212,0,1
21-12-2025,tamil nadu,pudukkottai,614618,1,1
21-12-2025,tamil nadu,pudukkottai,614621,0,2
21-12-2025,tamil nadu,pudukkottai,614629,0,1
21-12-2025,tamil nadu,pudukkottai,614630,0,2
21-12-2025,tamil nadu,pudukkottai,621316,1,3
21-12-2025,tamil nadu,pudukkottai,622202,0,3
21-12-2025,tamil nadu,pudukkottai,622403,0,1
21-12-2025,tamil nadu,pudukkottai,622407,1,5
21-12-2025,tamil nadu,pudukkottai,622502,0,4
21-12-2025,tamil nadu,pudukkottai,622515,0,2
21-12-2025,tamil nadu,ramanathapuram,623504,0,4
21-12-2025,tamil nadu,ramanathapuram,623513,1,1
21-12-2025,tamil nadu,ramanathapuram,623517,1,1
21-12-2025,tamil nadu,ramanathapuram,623523,0,3
21-12-2025,tamil nadu,ramanathapuram,623533,0,1
21-12-2025,tamil nadu,ramanathapuram,623566,1,0
21-12-2025,tamil nadu,ramanathapuram,623608,0,1
21-12-2025,tamil nadu,ranipet,632507,0,1
21-12-2025,tamil nadu,salem,636005,0,7
21-12-2025,tamil nadu,salem,636015,4,12
21-12-2025,tamil nadu,salem,636103,1,1
21-12-2025,tamil nadu,salem,636108,0,5
21-12-2025,tamil nadu,salem,636113,1,2
21-12-2025,tamil nadu,salem,636116,0,6
21-12-2025,tamil nadu,salem,636204,0,1
21-12-2025,tamil nadu,salem,636303,0,7
21-12-2025,tamil nadu,salem,636304,2,3
21-12-2025,tamil nadu,salem,636306,4,9
21-12-2025,tamil nadu,salem,636307,0,3
21-12-2025,tamil nadu,salem,636401,0,2
21-12-2025,tamil nadu,salem,636404,0,3
21-12-2025,tamil nadu,salem,636457,0,2
21-12-2025,tamil nadu,salem,636458,0,5
21-12-2025,tamil nadu,salem,636501,3,13
21-12-2025,tamil nadu,salem,637102,2,11
21-12-2025,tamil nadu,salem,638183,1,3
21-12-2025,tamil nadu,sivaganga,630203,2,1
21-12-2025,tamil nadu,sivaganga,630207,0,1
21-12-2025,tamil nadu,sivaganga,630408,0,1
21-12-2025,tamil nadu,sivaganga,630556,0,3
21-12-2025,tamil nadu,sivaganga,630557,0,1
21-12-2025,tamil nadu,sivaganga,630559,0,0
21-12-2025,tamil nadu,sivaganga,630562,0,1
21-12-2025,tamil nadu,sivaganga,630713,0,1
21-12-2025,tamil nadu,tenkasi,627753,2,4
21-12-2025,tamil nadu,tenkasi,627756,0,6
21-12-2025,tamil nadu,tenkasi,627803,1,4
21-12-2025,tamil nadu,tenkasi,627808,1,8
21-12-2025,tamil nadu,tenkasi,627809,1,5
21-12-2025,tamil nadu,tenkasi,627812,1,1
21-12-2025,tamil nadu,thanjavur,609804,0,4
21-12-2025,tamil nadu,thanjavur,612504,0,3
21-12-2025,tamil nadu,thanjavur,614019,0,3
21-12-2025,tamil nadu,thanjavur,614202,0,1
21-12-2025,tamil nadu,thanjavur,614205,0,2
21-12-2025,tamil nadu,thanjavur,614210,0,3
21-12-2025,tamil nadu,thanjavur,614601,1,5
21-12-2025,tamil nadu,thanjavur,614602,0,7
21-12-2025,tamil nadu,thanjavur,614903,1,2
21-12-2025,tamil nadu,nilgiris,643102,0,1
21-12-2025,tamil nadu,nilgiris,643104,1,1
21-12-2025,tamil nadu,nilgiris,643201,0,1
21-12-2025,tamil nadu,nilgiris,643205,0,2
21-12-2025,tamil nadu,nilgiris,643225,1,0
21-12-2025,tamil nadu,nilgiris,643239,0,1
21-12-2025,tamil nadu,theni,625512,0,8
21-12-2025,tamil nadu,theni,625517,0,6
21-12-2025,tamil nadu,theni,625524,1,1
21-12-2025,tamil nadu,theni,625530,2,4
21-12-2025,tamil nadu,theni,625531,1,18
21-12-2025,tamil nadu,theni,625605,0,1
21-12-2025,tamil nadu,thiruvallur,631202,0,1
21-12-2025,tamil nadu,thiruvarur,610107,1,2
21-12-2025,tamil nadu,thiruvarur,610203,0,2
21-12-2025,tamil nadu,thiruvarur,613705,0,1
21-12-2025,tamil nadu,thiruvarur,614016,2,1
21-12-2025,tamil nadu,thoothukkudi,628001,0,11
21-12-2025,tamil nadu,thoothukkudi,628005,0,6
21-12-2025,tamil nadu,thoothukkudi,628402,0,1
21-12-2025,tamil nadu,thoothukkudi,628622,0,1
21-12-2025,tamil nadu,thoothukkudi,628712,0,1
21-12-2025,tamil nadu,thoothukkudi,628721,0,2
21-12-2025,tamil nadu,thoothukkudi,628902,0,3
21-12-2025,tamil nadu,thoothukkudi,628903,0,3
21-12-2025,tamil nadu,tiruchirappalli,620001,2,5
21-12-2025,tamil nadu,tiruchirappalli,620012,0,7
21-12-2025,tamil nadu,tiruchirappalli,620015,0,2
21-12-2025,tamil nadu,tiruchirappalli,620017,2,7
21-12-2025,tamil nadu,tiruchirappalli,620020,1,2
21-12-2025,tamil nadu,tiruchirappalli,620021,6,5
21-12-2025,tamil nadu,tiruchirappalli,620023,0,1
21-12-2025,tamil nadu,tiruchirappalli,620026,0,1
21-12-2025,tamil nadu,tiruchirappalli,620102,0,6
21-12-2025,tamil nadu,tiruchirappalli,621003,1,3
21-12-2025,tamil nadu,tiruchirappalli,621006,0,2
21-12-2025,tamil nadu,tiruchirappalli,621008,0,1
21-12-2025,tamil nadu,tiruchirappalli,621203,0,1
21-12-2025,tamil nadu,tiruchirappalli,621214,0,2
21-12-2025,tamil nadu,tiruchirappalli,621215,2,5
21-12-2025,tamil nadu,tiruchirappalli,621216,1,1
21-12-2025,tamil nadu,tiruchirappalli,621218,1,1
21-12-2025,tamil nadu,tiruchirappalli,621310,1,3
21-12-2025,tamil nadu,tiruchirappalli,621651,1,1
21-12-2025,tamil nadu,tiruchirappalli,622102,1,0
21-12-2025,tamil nadu,tiruchirappalli,639101,0,2
21-12-2025,tamil nadu,tirunelveli,626111,0,1
21-12-2025,tamil nadu,tirunelveli,627004,0,1
21-12-2025,tamil nadu,tirunelveli,627005,4,8
21-12-2025,tamil nadu,tirunelveli,627008,1,3
21-12-2025,tamil nadu,tirunelveli,627106,0,2
21-12-2025,tamil nadu,tirunelveli,627114,0,1
21-12-2025,tamil nadu,tirunelveli,627116,0,1
21-12-2025,tamil nadu,tirunelveli,627118,0,1
21-12-2025,tamil nadu,tirunelveli,627357,0,5
21-12-2025,tamil nadu,tirunelveli,627416,0,3
21-12-2025,tamil nadu,tirunelveli,627424,1,0
21-12-2025,tamil nadu,tirunelveli,627602,1,0
21-12-2025,tamil nadu,tirunelveli,627757,0,3
21-12-2025,tamil nadu,tirunelveli,627803,0,2
21-12-2025,tamil nadu,tirunelveli,627809,0,1
21-12-2025,tamil nadu,tirunelveli,627857,0,1
21-12-2025,tamil nadu,tirunelveli,627953,0,6
21-12-2025,tamil nadu,tirupathur,635601,1,9
21-12-2025,tamil nadu,tirupathur,635651,0,1
21-12-2025,tamil nadu,tirupathur,635702,0,2
21-12-2025,tamil nadu,tirupathur,635754,1,4
21-12-2025,tamil nadu,tirupathur,635807,0,2
21-12-2025,tamil nadu,tirupathur,635812,0,2
21-12-2025,tamil nadu,tirupathur,635814,0,1
21-12-2025,tamil nadu,tirupathur,635851,1,2
21-12-2025,tamil nadu,tirupathur,635853,0,4
21-12-2025,tamil nadu,tirupathur,635901,0,3
21-12-2025,tamil nadu,tiruppur,638460,1,1
21-12-2025,tamil nadu,tiruppur,638661,1,0
21-12-2025,tamil nadu,tiruppur,638672,0,2
21-12-2025,tamil nadu,tiruppur,641602,2,37
21-12-2025,tamil nadu,tiruppur,641606,6,24
21-12-2025,tamil nadu,tiruppur,641655,0,10
21-12-2025,tamil nadu,tiruppur,641658,2,1
21-12-2025,tamil nadu,tiruppur,641665,1,10
21-12-2025,tamil nadu,tiruppur,641670,0,3
21-12-2025,tamil nadu,tiruppur,642112,0,5
21-12-2025,tamil nadu,tiruppur,642126,3,13
21-12-2025,tamil nadu,tiruppur,642201,0,4
21-12-2025,tamil nadu,tiruppur,642203,0,5
21-12-2025,tamil nadu,tiruvannamalai,606709,0,2
21-12-2025,tamil nadu,tiruvannamalai,606804,0,5
21-12-2025,tamil nadu,tiruvannamalai,606805,1,0
21-12-2025,tamil nadu,tiruvannamalai,606811,0,1
21-12-2025,tamil nadu,tiruvannamalai,606907,0,4
21-12-2025,tamil nadu,tiruvannamalai,632102,0,1
21-12-2025,tamil nadu,tiruvannamalai,632311,0,4
21-12-2025,tamil nadu,tiruvannamalai,632312,0,1
21-12-2025,tamil nadu,tiruvannamalai,632511,1,0
21-12-2025,tamil nadu,tiruvannamalai,632512,0,1
21-12-2025,tamil nadu,vellore,631002,2,3
21-12-2025,tamil nadu,vellore,632006,0,4
21-12-2025,tamil nadu,vellore,632204,0,2
21-12-2025,tamil nadu,vellore,632209,0,2
21-12-2025,tamil nadu,vellore,632405,0,3
21-12-2025,tamil nadu,vellore,632503,1,9
21-12-2025,tamil nadu,vellore,632507,0,1
21-12-2025,tamil nadu,vellore,632514,0,2
21-12-2025,tamil nadu,vellore,632519,1,2
21-12-2025,tamil nadu,vellore,635601,0,1
21-12-2025,tamil nadu,vellore,635651,1,0
21-12-2025,tamil nadu,vellore,635654,0,2
21-12-2025,tamil nadu,vellore,635701,0,1
21-12-2025,tamil nadu,vellore,635811,0,1
21-12-2025,tamil nadu,vellore,635814,1,0
21-12-2025,tamil nadu,viluppuram,604307,0,2
21-12-2025,tamil nadu,viluppuram,605101,0,2
21-12-2025,tamil nadu,viluppuram,605401,0,2
21-12-2025,tamil nadu,viluppuram,605402,0,4
21-12-2025,tamil nadu,viluppuram,605601,0,1
21-12-2025,tamil nadu,viluppuram,605802,0,1
21-12-2025,tamil nadu,viluppuram,606206,0,2
21-12-2025,tamil nadu,viluppuram,607203,2,4
21-12-2025,tamil nadu,viluppuram,604206,0,1
21-12-2025,tamil nadu,viluppuram,605601,0,2
21-12-2025,tamil nadu,viluppuram,605702,0,1
21-12-2025,tamil nadu,viluppuram,605758,0,1
21-12-2025,tamil nadu,viluppuram,607209,1,2
21-12-2025,tamil nadu,virudhunagar,626101,0,7
21-12-2025,tamil nadu,virudhunagar,626104,0,2
21-12-2025,tamil nadu,virudhunagar,626113,0,1
21-12-2025,tamil nadu,virudhunagar,626125,2,14
21-12-2025,tamil nadu,virudhunagar,626131,0,2
21-12-2025,tamil nadu,virudhunagar,626137,0,1
21-12-2025,tamil nadu,virudhunagar,626141,0,4
21-12-2025,tamil nadu,virudhunagar,626188,0,1
21-12-2025,tamil nadu,virudhunagar,626189,2,21
21-12-2025,tamil nadu,virudhunagar,626204,0,3
21-12-2025,telangana,adilabad,504216,0,2
21-12-2025,telangana,adilabad,504218,0,1
21-12-2025,telangana,adilabad,504312,0,5
21-12-2025,telangana,adilabad,504313,0,1
21-12-2025,telangana,bhadradri kothagudem,507101,12,47
21-12-2025,telangana,bhadradri kothagudem,507120,2,7
21-12-2025,telangana,bhadradri kothagudem,507122,2,1
21-12-2025,telangana,bhadradri kothagudem,507125,0,4
21-12-2025,telangana,bhadradri kothagudem,507128,1,6
21-12-2025,telangana,bhadradri kothagudem,507133,1,7
21-12-2025,telangana,bhadradri kothagudem,507140,1,2
21-12-2025,telangana,bhadradri kothagudem,507166,5,20
21-12-2025,telangana,hyderabad,500004,3,21
21-12-2025,telangana,hyderabad,500011,4,11
21-12-2025,telangana,hyderabad,500013,8,41
21-12-2025,telangana,hyderabad,500020,4,32
21-12-2025,telangana,hyderabad,500027,3,8
21-12-2025,telangana,hyderabad,500029,2,12
21-12-2025,telangana,hyderabad,500031,0,2
21-12-2025,telangana,hyderabad,500034,4,21
21-12-2025,telangana,hyderabad,500036,6,33
21-12-2025,telangana,hyderabad,500057,1,1
21-12-2025,telangana,hyderabad,500103,1,0
21-12-2025,telangana,jagtial,505325,1,33
21-12-2025,telangana,jagtial,505460,2,7
21-12-2025,telangana,jagtial,505462,0,5
21-12-2025,telangana,jagtial,505529,1,4
21-12-2025,telangana,jagtial,505531,0,1
21-12-2025,telangana,jangaon,506317,0,1
21-12-2025,telangana,jangaon,506201,1,3
21-12-2025,telangana,jangaon,506221,1,5
21-12-2025,telangana,jangaon,506222,3,4
21-12-2025,telangana,jangaon,506301,0,4
21-12-2025,telangana,jangaon,506317,1,3
21-12-2025,telangana,jangaon,506367,0,3
21-12-2025,telangana,jayashankar bhupalapally,505184,0,3
21-12-2025,telangana,jogulamba gadwal,509128,8,47
21-12-2025,telangana,jogulamba gadwal,509135,0,5
21-12-2025,telangana,kamareddy,503110,0,5
21-12-2025,telangana,kamareddy,503301,0,2
21-12-2025,telangana,kamareddy,503310,0,2
21-12-2025,telangana,kamareddy,503321,0,3
21-12-2025,telangana,karimnagar,505186,1,7
21-12-2025,telangana,karimnagar,505187,0,4
21-12-2025,telangana,karimnagar,505302,0,4
21-12-2025,telangana,karimnagar,505304,0,2
21-12-2025,telangana,karimnagar,505325,0,1
21-12-2025,telangana,karimnagar,505401,0,2
21-12-2025,telangana,karimnagar,505445,3,5
21-12-2025,telangana,karimnagar,505481,0,1
21-12-2025,telangana,karimnagar,505497,0,2
21-12-2025,telangana,karimnagar,505526,0,1
21-12-2025,telangana,karimnagar,505531,0,7
21-12-2025,telangana,karimnagar,505532,1,1
21-12-2025,telangana,khammam,507101,0,3
21-12-2025,telangana,khammam,507116,0,2
21-12-2025,telangana,khammam,507157,1,5
21-12-2025,telangana,khammam,507201,0,4
21-12-2025,telangana,khammam,507203,1,7
21-12-2025,telangana,khammam,507304,0,1
21-12-2025,telangana,komaram bheem,504292,7,37
21-12-2025,telangana,komaram bheem,504299,9,39
21-12-2025,telangana,komaram bheem,504313,5,19
21-12-2025,telangana,mahabubabad,506101,2,19
21-12-2025,telangana,mahabubabad,506134,1,8
21-12-2025,telangana,mahabubabad,506381,1,9
21-12-2025,telangana,mahabubabad,507122,0,1
